accredited;acreditado;ekredeted
accrue;acumular;ekru
acculturation;aculturaci�n;ekaltfereifen
accumulation;acumulaci�n;ekjumjeleifen
accumulator;acumulador;ekjumjeleiter
accuracy;exactitud;aekjeresi
accurate;exacto;aekjeret
accurately;exactamente;aekjeretli
accusation;acusaci�n;aekjezeifen
accusative;acusativo;ekjuzetiv
accuse;acusar;ekjuz
accuser;acusador;ekjuzer
accustom;acostumbrar;ekastem
acetate;acetato;aeseteit
acetic;ac�tico;esitik
acetone;acetona;aesetoun
acetylene;acetileno;esetelin
ache;dolor;eik
achieve;lograr;etfiv
achievement;logro;etfivment
achromatic;acrom�tico;aekremaetik
acid;acido;aesed
acidify;acidificarse;aesedfai
acidity;acidez;esideti
acidly;�speramente;aesedli
acidtest;prueba de fuego;aesed test
acme;el colmo;aekmi
acne;acn�;aekni
acolyte;acolito;aekelait
acorn;bellota;eikern
acoustic;ac�stico;ekustik
acoustics;ac�stica;ekustiks
acquiesce;asentir;aekwies
acquire;adquirir;ekwair
acquisition;adquisici�n;aekwezifen
acquisitive;codicioso;ekwizetiv
acquit;absolver;ekwit
acre;acre;eiker
acrid;acre;aekred
acrimonious;�spero;aekredmounies
acrimony;acrimonia;aekremouni
acrobat;acr�bata;aekrebaet
acrobatic;acrob�tico;aekrebaetik
acrobatics;acrobacia;aekrebaetiks
acrophobia;acrofobia;aekrefoube
acropolis;acr�polis;ekrapeles
across;a trav�s;ekres
acrylic;acr�lico;ekrilik
act;actuar;aekt
acting;actuaci�n;aektin
actinic;act�nico;aektinik
action;acci�n;aekfen
activate;activar;aekteveit
active;activo;aektiv
activism;activismo;aektivizem
activist;activista;aektivest
activity;actividad;aektiveti
actor;actor;aekter
actress;actriz;aektres
actual;real;aektfuel
actuary;actuario;aektfueri
acumen;agudeza;ekjuemen
acupuncture;acupuntura;aekjupanktfer
acute;perspicaz;ekjut
acutely;extremadamente;ekjutli
adage;m�xima;aedidz
adapt;adaptar;edaept
adaptation;adaptaci�n;aedaepteifen
adapter;adaptador;edaepter
add;sumar;aed
add in;a�adido;aed in
addendum;adici�n;edendem
adder;v�bora;aeder
addict;habituarse;edikt
addicted;adicto;edikted
addiction;adicci�n;edikfen
addition;adici�n;edifen
additional;adicional;edifel
additive;aditivo;aedetiv
addled;confundido;aedel
address;direcci�n;edres
addressee;destinatario;aedresiedres
adduce;aducir;edus
adenoid;adenoideo;aedencid
adept;experto;edept
adeptness;maestr�a;edeptnes
adequacy;suficiencia;aedikwesi
adequate;suficiente;aedikwet
adequately;suficientemente;aedikwetli
adhere;adherirse;aedhired
adherent;adepto;aedhiredent
adhoc;a prop�sito;aedhak
adipose;adiposo;aedepous
adjacent;adyacente;edzent
adjective;adjetivo;aedziktiv
adjoin;colindar;edzein
adjoining;contiguo;edzeinin
adjourn;aplazar;edzern
adjudicate;arbitrar;edzudikeifen
adjudication;adjudicaci�n;edzudikeifen
adjunct;complemento;aedeankt
adjure;suplicar;edzur
adjust;ajustar;edzast
adjustment;ajuste;edzastment
adlib;improvisaci�n ;aedlib
adman;publicista;aedmaen
administer;administrar;edminester
administration;administraci�n;edminestreifen
administrative;administrativo;edminestreitiv
admirable;admirable;aedmerebel
admiral;admirable;aedmerel
admiration;admiraci�n;aedmereifen
admire;admirar;edmair
admirringly;admirablemente;aedmaierinly
admirer;admirador;aedmirer
admissible;admisible;aedmisebel
admission;entrada;aedmifen
admit;dejar entrar;edmit
adobe;adobe;edoubi
adolescence;adolescencia;aedelesens
adolescent;adolescente;aedelesent
adopt;adoptar;edapt
adoption;adopci�n;edapfen
adoptive;adoptivo;edaptiv
adorable;adorable;ederebel
adoration;adoraci�n;aedereifen
adore;adorar;eder
adorn;adornar;edern
adornment;adorno;edernment
adrenal;suprarrenal;edrinel
adrenaline;adrenalina;edrenelen
adrift;a la deriva;edrift
adroit;h�bil;edreit
adroitly;habitualmente;edreitli
adspeak;lenguaje;edspik
adulation;adulaci�n;aedzeleifen
adult;adulto;edalt
adulterate;adulterar;edaltreit
adulterer;adultero;edalterer
adulthood;edad adulta;edalthud
advance;avanzar;edvaens
advanced;avanzado;aedvaenst
advantage;ventaja;edvaentide
advantageous;ventajoso;aedvaenteides
advent;advenimiento;aedvent
adventure;aventura;edventfer
adventurer;aventurero;edventferer
adventurous;aventurero;edventferes
adverb;adverbio;aedverb
adversary;adversario;aedverseri
adverse;adverso;aedvers
adversity;adversidad;aedverseti
advertise;anunciar;aedvertaiz
advertiser;anunciante;aedvertaizer
advertising;publicidad;aedvertaizerin
advice;consejo;edvais
advisability;conveniencia;edvaizebileti
advisable;aconsejable;edvaizebel
advise;aconsejar;edvaiz
adviser;consejero;edvaizer
advisement;consulta;edvaizment
advocacy;intercesi�n;aedvekesi
advocate;abogado;aedveket
adze;azuela;aedz
aegis;egida;idzes
aerate;airear;ereit
aerial;a�reo;eriel
aerialist;trapecista;erielest
aerie;nido de �guilas;eri
aerobatics;acrobacia a�rea;eroubaetiks
aerobic;aerobio;eroubik
aerobics;gimnasia aer�bica ;eroubiks
aerobiology;aerobiolog�a;eroubaialedei
aerodynamic;aerodin�mico;eroudainaemik
aeromagnetic;aeromagn�tico;aeroumaegnetik
aeronaut;aeronauta;aeroumaegnet
aeronautics;aeron�utica;erenetiks
aeroplane;avi�n;ereplein
aerosol;aerosol;eresal
aerospace;aeroespacial;aerouspeis
aesthetic;est�tico;aestetik
aesthetics;est�tica;aestetiks
afar;distante;efar
affability;afabilidad;aefebileti
affable;afable;aefebel
affair;asunto;efer
affect;afectar;efekt
affectation;afectaci�n;aefekteifen
affected;afectado;efekted
affection;afecto;efekfen
affectionate;afectuoso;efekfet
affidavit;declaraci�n jurada;aefermeifen
affiliate;afiliar;efilieit
affinity;afinidad;efineti
affirm;afirmar;eferm
affirmation;afirmaci�n;aefermeifen
affirmative;afirmativo;efermetiv
affix;poner;efiks
affict;afligir;eflikt
affliction;achaque;eflikfen
affluence;prosperidad;aefluens
affluent;prospero;aefluent
afford;permitirse;eferd
affordable;asequible;eferdebel
afforestation;forestaci�n;aeferesteifen
affront;afrentar;efrant
afield;lejos;efild
afire;ardiendo;efair
aflame;en llamas;efleim
afloat;a flote;eflout
afoot;en progreso;efut
aforementioned;mencionado;efermentfend
aforesaid;antedicho;efersed
afraid;temeroso;efreid
afresh;de nuevo ;efref
african;africano;aefriken
afro;afro;aefrou
after;despu�s;aefter
afterdinner;de sobremesa;aefterdiner
afterbirth;placenta;aefterber
aftercare;asistencia;aefterker
aftereffect;efecto secundario;aefterefekt
afterlife;en otra vida;aefterlaif
afternoon;tarde;aefternun
afterschool;extraescolar;aefterskul
aftershock;replica;aefterfak
aftertaste;regusto;afterteist
afterwards;despu�s;afterwerdz
afterword;epilogo;afterwerd
again;otra vez;egenegein
against;contra;egenst
agape;boquiabierto;egeip
agate;�gata;aeget
age;edad;eide
aged;anciano;eidzed
ageold;a�ejo;eidzould
ageless;siempre;eideles
agency;agencia;eidzensi
agenda ;agenda;edzende
agent;agente;eidzent
agglomeration;aglomeraci�n;eglamereifen
aggrandizement;engrandecimiento;egraendizment
aggravate;agravar;aegreveit
aggravation;empeoramiento;aegreveifen
aggregate;total;aegrigeit
aggression;agresi�n;egrefen
aggressive;agresivo;egresiv
aggressor;agresor;egreser
aggrieved;ofendido;egrived
aghast;horrorizado;egaest
agile;�gil;aedzel
agility;agilidad;edzileti
agitate;agitar;aedzeteit
agitation;agitaci�n;aedzeteifen
agitator;agitador;aedzeteiter
aglow;resplandeciente;eglou
agnostic;agn�stico;aegnastik
agog;anhelante;egag
agonizing;angustioso;aegenaizin
agony;angustia;aegeni
agrarian;agrario;egrerien
agree;estar de acuerdo;egri
agreeable;agradable;egriebel
agreeably;agradablemente;egrieibli
agreement;acuerdo;egriment
agricultural;agr�cola;aegrikaltferel
agriculture;agricultura;aegrikaltfer
agriculturist;agricultor;aegrikaltferest
agroindustry;agroindustria;aegreuindustri
agronomist;agr�nomo;egranemest
agronomy;agronom�a;egranemi
aground;estar encallado;egraund
ague;fiebres pal�dicas;eigju
ahead;adelante;ehed
aid;ayuda;eid
AIDS;sida;eidz
ail;aquejar;eil
ailing;enfermo;eilin
aileron;aler�n;eileran
ailment;enfermedad;elment
aim;objetivo;eim
aimless;sin rumbo;eimles
air;aire;er
airalert;alerta a�rea;erelert
airbrush;aer�grafo;erbraf
airbus;aerob�s;erbas
airconditioned;climatizado;erkendifend
aircraft;aeronave;erkraeft
airfield;aer�dromo;erfild
airfoil;plano aerodin�mico;erfeil
airforce;fuerza a�rea;erfers
airfreight;transporte a�reo;erfreit
airhostess;aeromoza;erhoustes
airlift;puente a�reo;erfift
airline;l�nea a�rea;erlain
airliner;avi�n de pasajeros;erlainer
airmail;correo a�reo;ermeil
airman;aviador;ermen
airplane;aeroplano;erplein
airport;aeropuerto;erpert
airraid;ataque a�reo;erreid
airship;dirigible;erfip
airsick;estar mareado ;ersik
airspace;espacio a�reo;erspeis
airstrip;pista de aterrizaje;erstrip
airtight;herm�tico;ertait
airway;ruta a�rea;erwei
aisle;pasillo;ail
akin;semejante;ekin
alabaster;alabastro;aelebaester
alacrity;prontitud;elaekreti
alarm;alarma;elarm
alarmist;alarmista;elarmest
albatross;albatros;aelbetres
albeit;aunque;aelbit
album;�lbum;aelbem
alchemist;alquimista;aelkemest
alchemy;alquimia;aelkemi
alcohol;alcohol;aelkehel
alcoholic;alcoh�lico;aelkehelik
alcoholism;alcoholismo;aelkehelizem
alcove;nicho;aelkouv
alderman;concejal;eldermen
alehouse;taberna;eilhaus
alert;alerta;elert
alertness;vigilancia;elertnes
alfalfa;alfalfa;aelfaelfe
alga;alga;aelge
algebra;algebra;aeldzebre
algebraic;algebraico;aeldzebreiik
alias;alias;eilies
alibi;coartada;aelebai
alien;extranjero;eilien
alight;encendido;elait
align;alinearse;elain
alike;parecido;elaik
alimentary;alimenticio;aelementeri
alive;vivo;elaiv
alkali;�lcali;aelkelai
alkaloid;alcaloide;aelkeloid
all;todo;ol
alay;aplacar;elei
allbut;casi;olbat
allegation;acusaci�n;aeligeifen
allege;afirmar;eledz
alleged;supuesto;eledzd
allegiance;lealtad;elidzens
allegory;alegor�a;elidgeri
allergic;al�rgico;elerdzik
allergy;alergia;aelerdzi
alleviate;aliviar;elivieit
alley;callej�n;aeli
alleycat;gato callejero;aelikaet
alliance;alianza;elaiens
alligator;caim�n;aelegeiter
alligatorpear;aguacate;aelegeiterper
allimportant;important�simo;olimportent
allocate;asignar;aelekeit
allocation;distribuci�n;aelekeifen
allotment;adjudicaci�n;elatment
allout;supremo;olaut
allow;permitir;elau
allowable;deducible;elauebel
allowance;sobresueldo;elauens
alloy;aleaci�n;elei
allpurpose;multiusos;aleiperpes
allright;todo esta bien;ol rait
allround;completo;ol raund
allstar;reparto estelar;olstar
allude;aludir;elud
allure;atraer;elur
alluring;seductor;eluring
allusion;alusi�n;eluzen
ally;aliado;aelai
almanac;almanaque;olmenaek
almighty;omnipotente;olmaiti
almond;almendra;amend
almost;casi;olmoust
alms;limosnas;amz
almshouse;casa de beneficencia;amzhaus
aloft;arriba;eloft
alone;solo;eloun
along;a lo largo;e'lon
alongside;al costado;elonsaid
aloof;distante;eluf
aloofness;actitud distante;elufnes
aloud;en alto;elaud
alphabet;alfabeto;aelfebet
alphanumeric;alfanum�rico;aelfenumerik
alpine;alpino;aelpain
also;tambi�n;olsou
altar;altar;olter
altarpiece;retablo;olterpis
alter;alterar;olter
alteration;modificaci�n;oltereifen
altercation;altercado;olterkeifen
alternate;alterno;olternet
alternative;alternativa;olternetiv
alternator;alternador;olterneiter
although;aunque;oltou
altimeter;alt�metro;aeltimeter
altitude;altura;aeltetud
altogether;totalmente;oltegeoer
altruist;altruista;aeltruest
alum;alumbre;aelem
aluminum;aluminio;elumenem
alumnus;ex alumno;elamnes
alveolus;alveolo;aelvieles
always;siempre;olwez
am;soy;aem
amalgam;amalgama;emaelgem
amalgamate;amalgamar;emaelgemeit
amass;amasar;emaes
amatory;amatorio;aemeteri
amaze;asombrar;emeiz
amazing;asombroso;emeizin
amazon;amazonas;aemezan
ambience;ambiente;aembiens
ambient;ambiental;aembient
ambiguity;ambig�edad;aembegjueti
ambition;ambici�n;aembifen
ambitious;ambicioso;aembifenes
ambivalent;ambivalente;aembivelent
amble;ir tranquilamente;aembel
ambulance;ambulancia;aembjelens
ambulatory;ambulatorio;aembjuleteri
ambush;emboscada;aembuf
ameba;ameba;aemeba
ameliorate;mejorar;emiljereit
amenable;d�cil;eminebel
amend;enmendar;emend
amendment;correcci�n;emendment
american;americano;emereken
amiable;amable;eimiebel
amicable;amigable;aemikebel
aminoacid;amino�cido;eminou
amity;armon�a;aemeti
ammeter;amper�metro;aemiter
ammonia;amoniaco;emounje
ammunition;munici�n;aemjenifen
amnesia;amnesia;aemnize
amnesty;amnist�a;aemnesti
among;entre;eman
amorous;amoroso;aemeres
amorphous;amorfo;emorfes
amount;cantidad;emaunt
amperage;amperaje;aemperidz
ampere;amperio;aemppir
amphibian;anfibio;aemfibien
amphitheater;anfiteatro;aemfeiter
ample;amplio;aempel
amplify;amplificar;aemplefai
amplitude;amplitud;aempletud
ampule;ampolleta;aempjul
amputate;amputar;aempjeteit
amulet;amuleto;aemjelet
amuse;entretener;emjuz
amusement;diversi�n;emjuzment
amusing;divertido;emjuzmin
an ;un;en
analogical;anal�gico;aeneladzikel
analogous;an�logo;enaeleges
analogy;analog�a;enaeledzi
analyst;analista;aenelest
analytical;anal�tico;aenelitikel
analyze;analizar;aenelaiz
anarchist;anarquista;aenerkizest
anarchy;anarqu�a;aenerki
anatomy;anatom�a;enaetemi
ancestor;antepasado;aensester
ancestral;ancestral;aensestrel
ancestry;ascendencia;aensestri
anchor;ancla;aenker
anchorage;anclaje;aenkeridz
anchorman;presentador;aenkermaen
anchovy;anchoa;aentfouvi
ancillary;auxiliar;aenseleri
andean;andino;aendien
androgen;andr�geno;aendredzen
anecdote;an�cdota;aenikdout
anemia;anemia;enimie
anemic;an�mico;enimik
anemone;anemona;enemeni
anesthesia;anestesia;aenesize
anesthetic;anest�sico;aenestetik
anesthetist;anestesista;enestest
anesthetize;anestesiar;enestaiz
aneurysm;aneurisma;aenjerizem
anew;de nuevo;enu
angel;�ngel;eindzel
angel cake;pastel de �ngel;eindzel keik
angelic;angelical;aendzelik
anger;ira;aenger
angle;�ngulo;aengel
angler;pescador de ca�a;aengler
angrily;furiosamente;aengreli
angry;enojado;aengri
angst;angustia;aenkst
anguish;angustia;aengwif
angular;angular;aengjeler
animadvert;reprobar;enemaedvert
animal;animal;aenemel
animate;animar;aenemeit
animation;animaci�n;aenemeifen
animism;animismo;aenemizem
animus;animosidad;aenemes
anise;an�s;aenes
anisette;anisado;aeneset
annals;anales;aenelz
anneal;templar;enil
annex;anexar;eneks
annexation;anexi�n;aenekseifen
annihilate;aniquilar;enaieleit
annihilation;aniquilaci�n;enaieleifen
anniversary;aniversario;aeneverseri
annotate;anotar;aeneteit
annotation;anotaci�n;aeneteifen
announce;anunciar;enauns
announcement;anuncio;enaunsment
announcer;locutor;enaunser
annoy;molestar;enoi
annoyed;enojado;enoied
annual;anual;aenjuel
annuity;renta;enueti
annul;anular;enal
annulment;anulaci�n;enalment
anode;�nodo;aenoud
anoint;ungir;enoint
anomaly;anomal�a;enameli
anon;luego;enon
anonymity;anonimato;aenenimeti
anonymous;an�nimo;enanemes
anopheles;anofeles;enafeliz
anorak;chaqueta impermeable;aeneraek
anorexic;anor�xico ;aenereksik
another;otro;enaoer
answer;respuesta;aenser
answerable;responsable;aenserebel
ant;hormiga;aent
antbear;oso hormiguero;aentber
antacid;anti�cido;aentaesed
antagonism;antagonismo;aentaegenest
antagonize;enfadar;aentaegenaiz
antarctic;ant�rtico;aentarktik
ante;apuesta inicial;aenti
antecedent;antecedente;aentesident
antechamber;antec�mara;aentitfeimber
antedate;ser anterior;aentideit
antelope;ant�lope;aenteloup
antenatal;prenatal;aentineitel
antenna;antenas;aentene
anterior;anterior;aentirier
anteroom;antesala;aentirum
anthem;himno;aenoem
anther;antera;aener
anthill;hormiguero;aenthil
anthology;antolog�a;aenaledzi
anthracite;antracita;aentresait
anthrax;�ntrax;aentraeks
anthropoid;antropoide;aentrepoid
anthropomorphic;antropomorfo;aentrepemorfik
antiaircraft;antia�reo;aetierkraeft
antibacterial;antibacteriano;aentibaektiriel
any;cualquier (a);eni
anyboby;alguien;enibodi
anyhow;de cualquier modo;enihau
anything;cualquier cosa;enitin
anytime;en cualquier momento;enitaim
anywhere;donde quiera;eniwer
aorta;aorta;eiorte
apace;de prisa;epeis
apart;aparte;epart
apartment;apartamento;epartment
apathetic;ap�tico;aepeteik
apathy;apat�a;aepeti
ape;mono;eip
aperture;abertura;aepertfur
apex;v�rtice;eipeks
aphasia;afasia;efeize
aphelion;afelio;aefiljen
aphid;�fido;eifed
aphorism;aforismo;aeferizem
apiece;cada uno;epis
aplenty;en abundancia;eplenti
aplomb;aplomo;eplam
apocalypse;apocalipsis;epakelips
apogee;apogeo;aepedzi
apolitical;apol�tico;eipelitikel
apologize;disculparse;epaledzaiz
apology;disculpa;epaledzi
apoplexy;apoplej�a;aepepleksi
apostasy;apostas�a;epastesi
apostle;ap�stol;epasel
apostolic;apost�lico;aepestalik
appall;espantar;epel
appalling;terrible;epelin
apparatus;aparato;aeperaetes
apparent;aparente;epaerent
apparently;aparentemente;epaerentli
apparition;aparici�n;aeperifen
appeal;apelaci�n;epil
appear;aparecer;epir
appearance;apariencia;epirens
appease;apaciguar;epiz
appelate;tribunal de apelaci�n;epelet
appellation;denominaci�n;aepeleifen
append;a�adir;epend
appendage;accesorio;ependidz
appendicitis;apendicitis;apendesaites
appendix;ap�ndice;ependiks
appetite;apetito;aepetait
appetizer;aperitivo;aepetaizer
appetizing;apetitoso;aepetaizin
applaud;aplaudir;eplod
applause;aplauso;eploz
apple;manzana;aepel
applejack;aguardiente de manzana;aepeldzaek
applepie;pastel de manzana;aepelpai
appliance;aparato;eplaiens
applicability;aplicabilidad;aeplikebileti
applicable;aplicable;aeplikebel
applicant;solicitante;aeplikent
application;aplicaci�n;aeplekeifen
apply;aplicar;eplai
appoint;designar;epoint
appointment;nombramiento;epoinment
apportion;distribuir;eporfen
appraisal;evaluaci�n;epreizel
appraise;valorar;epreiz
apprehend;apresar;aeprihend
apprentice;aprendiz;eprentes
apprenticeship;aprendizaje;eprentesfip
approach;acercamiento;eproutf
approbation;aprobaci�n;aeprebeifen
appropriate;apropiado;eproupriet
appropriation;apropiaci�n;eprouprieifen
approval;aprobaci�n;eprouprivel
approve;aprobar;epruv
approximate;aproximado;epraksement
april;abril;eiprel
apron;delantal;eipren
apropos;a prop�sito;aeprepou
apse;�bside;aeps
apt;listo;aept
aptitude;aptitud;aeptetud
aptly;acertadamente;aeptli
aquarium;acuario;ekweriem
aquatic;acu�tico;ekwatik
aquatint;aguatinta;aekwetint
aquavitae;aguardiente;aekwevaiti
aqueduct;acueducto;aekwedakt
aqueous;sedimentario;eikwies
aquiline;aquilino;aekwelain
arab;�rabe;aereb
arabian;�rabe;ereibien
arable;cultivable;aerebel
arachnid;ar�cnido;eraekned
arbiter;�rbitro;arbeter
arbitrary;arbitrario;arbetreri
arbitrate;arbitrar;arbetreit
arbor;cenador;arber
arboreal;arb�reo;arboriel
arboretum;arboreto;arberitem
arc;arco;ark
arcade;arcada;arkeid
arcane;arcano;arkein
arch;arquear;artf
archaic;arcaico;arkeiik
archangel;arc�ngel;arkeindzel
archbishop;arzobispo;artfbifep
archeological;arqueol�gico;arkieladzikel
archeologist;arque�logo;arkialedzest
archer;arquero;artfer
archipelago;archipi�lago;arkepelegou
architect;arquitecto;arketekt
architecture;arquitectura;arketektfer
architectural;arquitect�nico;arketektferel
archive;archivo;arkaiv
archivist;archivista;arkevest
archly;maliciosamente;artfli
arctic;�rtico;arktik
ardent;ardiente;ardent
ardor;ardor;arder
arduous;arduo;ardzues
are;son;ar
area;�rea;erie
area code;indicativo telef�nico;eriekoud
arena;arena;erine
argentine;argentino;ardzentain
argonaut;argonauta;argenet
argue;argumentar;argju
argument;argumento;argjument
argumentative;discutidor;argjumentetiv
aria;aria;arie
aright;rectamente;erait
arise;surgir;eraiz
aristocracy;aristocracia;aerestakresi
aristocrat;arist�crata;eristekraet
aristotelian;aristot�lico;aeristetiljen
arithmetical;aritm�tico;aeritmetikel
ark;arca;ark
arm;brazo;arm
armada;flota armada;armade
armament;armamento;armement
armature;armadura;armetfer
armchair;sill�n;armtfer
armed conflict;conflicto armado;armd kanflikt
armed forces;fuerzas armadas;armd fors
armful;brazada;armful
armor;armadura;armer
armored;blindado;armered
armory;arsenal;armeri
armpit;axila;armpit
army;ej�rcito;armi
aroma;aroma;eroume
aromatic;arom�tico;aeremaetik
around;alrededor;eraund
arouse;despertar;erauz
arrange;organizar;ereindz
arrant;redomado;aerent
array;formar;erei
arrear;deudas;erir
arrest;arresto;erest
arresting;deslumbrante;erestin
arrival;llegada;eraiv
arrogance;arrogancia;aeregens
arrogant;arrogante;aeregent
arrow;flecha;aerou
arrowhead;punta de flecha;aerouhed
arsenal;arsenal;arsenel
arsenic;ars�nico;arsenik
arsonist;incendiario;arsenest
art;arte;art
artefact;artefacto;artefaekt
arterial;arterial;artiriel
artery;arteria;arteri
artful;habilidoso;artfel
arthritis;artritis;artraites
artichoke;alcachofa;artetfouk
article;art�culo;artikel
articulate;coherente;artikjelet
artifact;artefacto;artefaekt
artifice;artificio;artefes
artillery;artiller�a;artileri
artisan;artesano;artezen
artist;artista;artest
artiste;actriz;artist
artistic;art�stico;artistik
artless;tosco;artless
asbestos;asbesto;aesbestes
ascend;subir;esend
ascendancy;ascendiente;esendi
ascension;ascensi�n;esentfen
ascent;ascenso;asent
ascertain;determinar;aesertein
ascetic;asc�tico;esetik
asceticism;ascetismo;esetiksizem
ascribe;atribuir;eskraib
aseptic;as�ptico;eiseptik
asexual;asexual;eiseksuel
ash;ceniza;aes
ashamed;avergonzado;eseimd
ashtray;cenicero;aestrei
aside;al lado;esaid
asinine;necio;aesenain
ask;preguntar;aesk
askance;mirar algo;eskaens
askew;torcido;eskju
aslant;sesgadamente;eslaent
asleep;dormido;eslip
asp;�spide;aesp
asparagus;esp�rrago;espaereges
aspect;aspecto;aespekt
asperity;aspereza;aespereti
asphalt;asfalto;aesfelt
asphyxiate;asfixiar;aesfiksieit
aspic;galantina;aespik
aspirant;aspirante;aesperent
aspiration;aspiraci�n;aespereifen
aspire;aspirar;espair
aspirin;aspirina;aesperen
ass;asno;aes
assail;asediar;eseil
assailant;asaltante;eseilent
assassin;asesino;esaesen
assassinate;asesinar;esaeseit
assault;asalto;eselt
assay;ensayo;aesei
assemblage;colecci�n;esemblide
assemble;montar;esembel
assembler;ensamblador;esembel
assembly;asamblea;esembli
assent;asentimiento;esent
assert;afirmar;esert
assertion;afirmaci�n;eserfen
assertive;afirmativo;esertiv
assess;evaluar;eses
assessment;aval�o;esesment
asset;posesi�n;asshole
assiduous;asiduo;esidzues
assign;asignar;esain
assignee;cesionario;esaini
assignment;asignaci�n;esainment
assimilate;asimilar;esimeleit
assist;asistir;esist
assistance;asistencia;esistens
assistant;asistente;esistent
associate;asociar;esousieit
association;asociaci�n;esousieisen
assonance;asonancia;aesenens
assorted;surtido;esorted
assortment;surtido;esortedment
assuage;mitigar;esweidz
assume;asumir;esum
assumption;suposici�n;esampten
assurance;promesa;esurens
assure;asegurar;esur
assuredly;ciertamente;esuredly
asterisk;asterisco;aesterisk
astern;hacia atr�s;estern
asteroid;asteroide;aesteroid
asthma;asma;aezme
astigmatic;astigm�tico;aestigmaetik
